                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    266,                0.57792,                 1.2098,                0.34928,                 0.9419,                0.99594,                      1,                  0.995,                0.95373,                0.99594,                      1,                  0.995,                0.82854,                0.35609,                0.98447,                0.20535,                 0.8286,              0.0009506,              0.0009506,              0.0009506
                    267,                 0.5749,                 1.2077,                0.35274,                0.94224,                0.99831,                      1,                  0.995,                0.95586,                0.99831,                      1,                  0.995,                0.82462,                0.35063,                0.98828,                 0.2024,                0.82901,             0.00094664,             0.00094664,             0.00094664
                    268,                0.57473,                 1.1946,                0.34481,                0.94943,                0.99948,                      1,                  0.995,                0.95373,                0.99948,                      1,                  0.995,                0.81869,                0.35872,                0.99238,                0.20337,                0.82963,             0.00094268,             0.00094268,             0.00094268
                    269,                0.57737,                 1.1807,                0.34642,                0.94774,                0.99918,                      1,                  0.995,                0.94638,                0.99918,                      1,                  0.995,                0.82597,                0.36074,                0.98016,                0.20453,                0.82942,             0.00093872,             0.00093872,             0.00093872
                    270,                0.57129,                 1.1838,                0.34312,                0.92856,                0.99875,                      1,                  0.995,                 0.9519,                0.99875,                      1,                  0.995,                0.82544,                 0.3546,                0.98217,                0.20498,                0.82527,             0.00093476,             0.00093476,             0.00093476
                    271,                0.56457,                 1.1775,                0.33877,                0.94297,                0.99953,                      1,                  0.995,                0.95099,                0.99953,                      1,                  0.995,                0.82106,                0.35752,                0.98577,                0.20748,                 0.8293,              0.0009308,              0.0009308,              0.0009308
                    272,                0.56306,                  1.185,                0.33718,                0.93224,                0.99938,                      1,                  0.995,                0.95339,                0.99938,                      1,                  0.995,                0.81766,                0.35147,                0.98905,                0.20752,                0.82555,             0.00092684,             0.00092684,             0.00092684
                    273,                  0.565,                 1.1784,                0.33902,                0.93917,                0.99912,                      1,                  0.995,                0.95107,                0.99912,                      1,                  0.995,                0.81944,                0.35252,                0.98902,                0.20257,                  0.827,             0.00092288,             0.00092288,             0.00092288
                    274,                0.54811,                 1.1735,                0.33003,                 0.9305,                0.99892,                      1,                  0.995,                0.95431,                0.99892,                      1,                  0.995,                0.82346,                0.35016,                0.97418,                 0.2048,                0.82485,             0.00091892,             0.00091892,             0.00091892
                    275,                0.56433,                 1.1981,                 0.3498,                0.92987,                      1,                0.99967,                  0.995,                 0.9513,                      1,                0.99967,                  0.995,                0.82548,                0.35264,                0.97319,                0.20008,                  0.825,             0.00091496,             0.00091496,             0.00091496
                    276,                0.56741,                  1.192,                0.34277,                0.93611,                      1,                0.99858,                  0.995,                0.95129,                      1,                0.99858,                  0.995,                0.81694,                0.35338,                0.97764,                0.20105,                0.82485,               0.000911,               0.000911,               0.000911
                    277,                0.56447,                 1.1798,                0.34898,                0.93685,                      1,                0.99873,                  0.995,                0.94781,                      1,                0.99873,                  0.995,                0.82519,                0.35373,                0.97684,                0.20426,                0.82347,             0.00090704,             0.00090704,             0.00090704
                    278,                 0.5649,                 1.2088,                0.33921,                 0.9377,                0.99933,                      1,                  0.995,                0.95262,                0.99933,                      1,                  0.995,                0.82337,                0.34607,                0.97714,                0.19925,                0.82126,             0.00090308,             0.00090308,             0.00090308
                    279,                0.56936,                 1.1992,                0.34342,                0.93233,                0.99906,                      1,                  0.995,                0.95076,                0.99906,                      1,                  0.995,                0.82785,                0.34656,                0.97229,                0.19987,                0.82241,             0.00089912,             0.00089912,             0.00089912
                    280,                0.57512,                 1.2188,                0.34521,                  0.944,                0.99889,                      1,                  0.995,                0.95267,                0.99889,                      1,                  0.995,                0.82974,                0.34723,                0.97502,                0.19841,                0.82374,             0.00089516,             0.00089516,             0.00089516
                    281,                0.56552,                 1.1812,                0.33323,                0.94508,                0.99872,                      1,                  0.995,                0.95356,                0.99872,                      1,                  0.995,                0.82776,                0.35333,                0.97923,                0.20334,                0.82534,              0.0008912,              0.0008912,              0.0008912
                    282,                0.56066,                 1.1608,                0.34284,                0.94102,                0.99963,                      1,                  0.995,                0.95447,                0.99963,                      1,                  0.995,                0.82547,                0.34087,                0.98462,                0.20184,                0.82186,             0.00088724,             0.00088724,             0.00088724
                    283,                0.54705,                 1.1405,                0.32514,                0.93426,                0.99945,                      1,                  0.995,                0.95952,                0.99945,                      1,                  0.995,                0.82898,                0.33943,                0.97668,                0.19855,                0.82118,             0.00088328,             0.00088328,             0.00088328
                    284,                0.56042,                 1.2099,                0.33638,                0.93884,                0.99926,                      1,                  0.995,                0.95362,                0.99926,                      1,                  0.995,                0.82758,                0.34344,                0.96954,                 0.1985,                0.82167,             0.00087932,             0.00087932,             0.00087932
                    285,                0.55533,                 1.2283,                0.33615,                0.92734,                0.99946,                      1,                  0.995,                0.95907,                0.99946,                      1,                  0.995,                0.82717,                0.34261,                0.96755,                0.19828,                 0.8202,             0.00087536,             0.00087536,             0.00087536
                    286,                0.57281,                 1.1724,                0.34017,                0.94495,                0.99966,                      1,                  0.995,                0.95998,                0.99966,                      1,                  0.995,                0.82891,                0.34299,                0.97244,                0.19741,                0.82011,              0.0008714,              0.0008714,              0.0008714
                    287,                0.55893,                 1.1709,                0.33443,                0.93594,                0.99953,                      1,                  0.995,                0.95521,                0.99953,                      1,                  0.995,                0.82553,                0.34226,                0.97155,                0.19866,                0.82059,             0.00086744,             0.00086744,             0.00086744
                    288,                0.56308,                 1.1906,                0.33222,                0.93784,                 0.9996,                      1,                  0.995,                0.95519,                 0.9996,                      1,                  0.995,                0.82602,                0.34709,                0.97084,                 0.1981,                0.82069,             0.00086348,             0.00086348,             0.00086348
                    289,                0.55526,                 1.1753,                0.33648,                0.94741,                0.99959,                      1,                  0.995,                0.95476,                0.99959,                      1,                  0.995,                0.82539,                0.34908,                0.97472,                0.20041,                0.82179,             0.00085952,             0.00085952,             0.00085952
                    290,                0.57158,                 1.1935,                0.34795,                0.94236,                0.99955,                      1,                  0.995,                0.95666,                0.99955,                      1,                  0.995,                 0.8274,                0.34198,                 0.9708,                0.19899,                0.81956,             0.00085556,             0.00085556,             0.00085556
                    291,                0.55922,                 1.1993,                0.33296,                0.94168,                0.99968,                      1,                  0.995,                0.95527,                0.99968,                      1,                  0.995,                0.82539,                 0.3448,                0.97065,                0.19968,                0.82068,              0.0008516,              0.0008516,              0.0008516
                    292,                0.55542,                 1.1761,                0.32941,                0.93978,                0.99973,                      1,                  0.995,                0.95807,                0.99973,                      1,                  0.995,                0.82656,                 0.3345,                0.96947,                0.19538,                0.81768,             0.00084764,             0.00084764,             0.00084764
                    293,                  0.537,                 1.1676,                0.31947,                0.93025,                0.99959,                      1,                  0.995,                0.95262,                0.99959,                      1,                  0.995,                0.82579,                0.33944,                0.97108,                0.19684,                0.82061,             0.00084368,             0.00084368,             0.00084368
                    294,                0.56039,                 1.1836,                0.33707,                0.94323,                0.99959,                      1,                  0.995,                0.95589,                0.99959,                      1,                  0.995,                0.82371,                0.33937,                0.96939,                0.19765,                0.82149,             0.00083972,             0.00083972,             0.00083972
                    295,                0.57444,                 1.2355,                 0.3442,                0.94758,                0.99972,                      1,                  0.995,                0.95484,                0.99972,                      1,                  0.995,                0.82371,                0.34331,                0.97502,                0.19614,                0.82306,             0.00083576,             0.00083576,             0.00083576
                    296,                0.55971,                 1.1595,                0.33056,                0.94665,                0.99953,                      1,                  0.995,                 0.9578,                0.99953,                      1,                  0.995,                0.82253,                0.33642,                0.97137,                0.19627,                0.82134,              0.0008318,              0.0008318,              0.0008318
                    297,                0.53547,                 1.1391,                0.33714,                 0.9141,                0.99986,                      1,                  0.995,                0.95548,                0.99986,                      1,                  0.995,                 0.8252,                0.33747,                0.96393,                0.19715,                0.82271,             0.00082784,             0.00082784,             0.00082784
                    298,                 0.5783,                 1.2043,                0.33441,                0.94638,                0.99955,                      1,                  0.995,                0.96111,                0.99955,                      1,                  0.995,                0.82752,                0.33513,                0.96224,                 0.1966,                0.82126,             0.00082388,             0.00082388,             0.00082388
                    299,                0.56002,                 1.1834,                0.33125,                0.93149,                0.99939,                      1,                  0.995,                0.95987,                0.99939,                      1,                  0.995,                0.82617,                0.34269,                0.96532,                0.19749,                0.82387,             0.00081992,             0.00081992,             0.00081992
                    300,                0.54931,                 1.1693,                0.32709,                0.92936,                0.99972,                      1,                  0.995,                0.96002,                0.99972,                      1,                  0.995,                0.83104,                0.33833,                0.96827,                0.20176,                0.82154,             0.00081596,             0.00081596,             0.00081596
                    301,                 0.5542,                 1.1497,                0.33769,                0.93335,                      1,                0.99982,                  0.995,                0.96122,                      1,                0.99982,                  0.995,                0.82809,                0.33287,                0.96928,                0.19793,                 0.8193,               0.000812,               0.000812,               0.000812
                    302,                0.55821,                  1.179,                0.33081,                0.93416,                      1,                0.99951,                  0.995,                0.95951,                      1,                0.99951,                  0.995,                0.82539,                0.34227,                0.97188,                0.19942,                0.81993,             0.00080804,             0.00080804,             0.00080804
                    303,                0.53278,                   1.18,                0.32163,                0.92192,                0.99995,                      1,                  0.995,                0.95974,                0.99995,                      1,                  0.995,                0.82748,                0.34385,                0.96777,                0.19888,                0.82048,             0.00080408,             0.00080408,             0.00080408
                    304,                0.57783,                 1.1903,                0.34127,                0.94575,                0.99954,                      1,                  0.995,                0.95934,                0.99954,                      1,                  0.995,                0.82914,                 0.3369,                0.95961,                0.19869,                0.81946,             0.00080012,             0.00080012,             0.00080012
                    305,                0.55618,                 1.1661,                 0.3322,                0.94036,                0.99953,                      1,                  0.995,                0.95548,                0.99953,                      1,                  0.995,                0.82141,                 0.3344,                0.96376,                0.19993,                0.81912,             0.00079616,             0.00079616,             0.00079616
                    306,                0.55266,                 1.1765,                0.33198,                0.92986,                0.99967,                      1,                  0.995,                 0.9537,                0.99967,                      1,                  0.995,                0.82815,                0.33987,                 0.9597,                0.19974,                0.82109,              0.0007922,              0.0007922,              0.0007922
                    307,                0.54445,                 1.1512,                 0.3388,                0.93159,                0.99973,                      1,                  0.995,                0.95742,                0.99973,                      1,                  0.995,                0.82529,                0.33778,                0.95925,                0.19831,                 0.8205,             0.00078824,             0.00078824,             0.00078824
                    308,                0.55459,                 1.1737,                 0.3385,                0.93801,                0.99969,                      1,                  0.995,                0.95335,                0.99969,                      1,                  0.995,                0.82927,                0.34283,                0.96275,                0.19664,                 0.8208,             0.00078428,             0.00078428,             0.00078428
                    309,                0.54296,                 1.1924,                0.32611,                0.93455,                0.99973,                      1,                  0.995,                0.95872,                0.99973,                      1,                  0.995,                0.82963,                0.33943,                0.96112,                0.19835,                0.82118,             0.00078032,             0.00078032,             0.00078032
                    310,                0.54473,                 1.1609,                0.33166,                0.92417,                0.99975,                      1,                  0.995,                0.95848,                0.99975,                      1,                  0.995,                0.82332,                0.33893,                0.96229,                0.19811,                 0.8214,             0.00077636,             0.00077636,             0.00077636
                    311,                0.56008,                 1.1945,                0.33823,                0.93481,                0.99974,                      1,                  0.995,                0.95634,                0.99974,                      1,                  0.995,                0.82326,                0.33531,                0.96064,                0.19802,                 0.8211,              0.0007724,              0.0007724,              0.0007724
                    312,                0.54666,                 1.1751,                0.32634,                0.93287,                 0.9997,                      1,                  0.995,                 0.9592,                 0.9997,                      1,                  0.995,                0.82668,                0.33567,                 0.9591,                0.19752,                0.82235,             0.00076844,             0.00076844,             0.00076844
                    313,                0.53482,                 1.1335,                0.31219,                0.92647,                0.99969,                      1,                  0.995,                0.96022,                0.99969,                      1,                  0.995,                0.82879,                0.33534,                0.95479,                0.19545,                0.82068,             0.00076448,             0.00076448,             0.00076448
                    314,                0.54132,                 1.1642,                0.31943,                0.93116,                 0.9996,                      1,                  0.995,                0.96028,                 0.9996,                      1,                  0.995,                0.82794,                0.33109,                0.95265,                0.19291,                 0.8185,             0.00076052,             0.00076052,             0.00076052
                    315,                0.53353,                 1.1348,                 0.3156,                0.92232,                 0.9997,                      1,                  0.995,                0.95673,                 0.9997,                      1,                  0.995,                0.82627,                 0.3265,                0.95039,                0.19284,                0.81717,             0.00075656,             0.00075656,             0.00075656
                    316,                0.52834,                 1.1551,                0.31717,                0.92897,                0.99974,                      1,                  0.995,                0.96032,                0.99974,                      1,                  0.995,                0.83115,                0.33097,                0.95335,                0.19442,                0.81829,              0.0007526,              0.0007526,              0.0007526
                    317,                0.56581,                 1.1858,                0.33422,                0.94176,                0.99968,                      1,                  0.995,                0.95756,                0.99968,                      1,                  0.995,                0.82939,                0.33328,                 0.9499,                0.19229,                0.81919,             0.00074864,             0.00074864,             0.00074864
                    318,                0.54963,                 1.1785,                0.32643,                0.93408,                0.99975,                      1,                  0.995,                0.96214,                0.99975,                      1,                  0.995,                0.82783,                0.33566,                0.95198,                0.19384,                0.81976,             0.00074468,             0.00074468,             0.00074468
                    319,                0.54118,                 1.1339,                0.32874,                0.92158,                0.99962,                      1,                  0.995,                0.96227,                0.99962,                      1,                  0.995,                0.83254,                0.32891,                0.94595,                 0.1911,                0.81713,             0.00074072,             0.00074072,             0.00074072
                    320,                0.53015,                 1.1363,                 0.3133,                0.92562,                0.99962,                      1,                  0.995,                0.96321,                0.99962,                      1,                  0.995,                0.83215,                0.33036,                0.94368,                0.19096,                0.81663,             0.00073676,             0.00073676,             0.00073676
                    321,                0.54163,                  1.141,                0.32821,                0.92309,                 0.9997,                      1,                  0.995,                0.96138,                 0.9997,                      1,                  0.995,                0.83207,                0.33126,                0.94352,                 0.1916,                0.81656,              0.0007328,              0.0007328,              0.0007328
                    322,                0.53992,                 1.1577,                0.32294,                0.93274,                0.99972,                      1,                  0.995,                0.96079,                0.99972,                      1,                  0.995,                0.83198,                0.32914,                0.94292,                0.19119,                0.81535,             0.00072884,             0.00072884,             0.00072884
                    323,                 0.5346,                 1.1455,                0.31227,                0.92715,                0.99972,                      1,                  0.995,                0.95841,                0.99972,                      1,                  0.995,                0.83146,                 0.3261,                0.94386,                0.19064,                0.81549,             0.00072488,             0.00072488,             0.00072488
                    324,                0.55026,                 1.1832,                0.32334,                0.92965,                0.99974,                      1,                  0.995,                0.95928,                0.99974,                      1,                  0.995,                 0.8374,                0.32524,                0.94264,                0.19169,                0.81614,             0.00072092,             0.00072092,             0.00072092
                    325,                 0.5377,                 1.1545,                0.31769,                0.91925,                0.99972,                      1,                  0.995,                0.95769,                0.99972,                      1,                  0.995,                0.83618,                 0.3258,                0.94105,                 0.1927,                0.81603,             0.00071696,             0.00071696,             0.00071696
                    326,                0.52652,                 1.1717,                0.31945,                0.92741,                0.99966,                      1,                  0.995,                0.96018,                0.99966,                      1,                  0.995,                 0.8348,                0.32353,                0.93962,                0.19148,                0.81475,               0.000713,               0.000713,               0.000713
                    327,                0.53983,                 1.1651,                0.31873,                0.92643,                 0.9997,                      1,                  0.995,                0.95991,                 0.9997,                      1,                  0.995,                0.83342,                0.32276,                0.94232,                0.19131,                0.81495,             0.00070904,             0.00070904,             0.00070904
                    328,                0.52417,                 1.1475,                0.32158,                0.91375,                 0.9997,                      1,                  0.995,                0.96176,                 0.9997,                      1,                  0.995,                0.83449,                0.32352,                0.93988,                0.19387,                0.81545,             0.00070508,             0.00070508,             0.00070508
                    329,                0.53564,                 1.1624,                0.32052,                0.92693,                0.99976,                      1,                  0.995,                 0.9605,                0.99976,                      1,                  0.995,                0.83431,                0.32534,                0.94147,                0.19005,                0.81523,             0.00070112,             0.00070112,             0.00070112
                    330,                0.53036,                 1.1322,                0.31887,                0.92653,                0.99975,                      1,                  0.995,                0.95882,                0.99975,                      1,                  0.995,                0.83219,                0.32752,                 0.9453,                0.19034,                0.81538,             0.00069716,             0.00069716,             0.00069716
                    331,                0.53478,                 1.1253,                0.32782,                0.92722,                0.99971,                      1,                  0.995,                 0.9583,                0.99971,                      1,                  0.995,                0.82924,                0.32714,                0.94352,                 0.1912,                 0.8152,              0.0006932,              0.0006932,              0.0006932
                    332,                0.54069,                 1.1602,                0.32005,                0.92943,                0.99971,                      1,                  0.995,                0.95595,                0.99971,                      1,                  0.995,                0.83035,                0.32562,                0.94194,                0.19397,                 0.8139,             0.00068924,             0.00068924,             0.00068924
                    333,                0.52212,                 1.1441,                0.31021,                0.92315,                0.99971,                      1,                  0.995,                0.96002,                0.99971,                      1,                  0.995,                0.83385,                0.32446,                0.94052,                0.19204,                0.81448,             0.00068528,             0.00068528,             0.00068528
                    334,                0.53068,                 1.1441,                 0.3142,                0.92995,                0.99971,                      1,                  0.995,                0.96226,                0.99971,                      1,                  0.995,                0.83807,                  0.324,                0.93717,                0.19035,                0.81408,             0.00068132,             0.00068132,             0.00068132
                    335,                0.52272,                 1.1241,                0.31173,                0.91915,                0.99974,                      1,                  0.995,                   0.96,                0.99974,                      1,                  0.995,                0.83846,                0.32728,                0.93917,                0.19105,                0.81496,             0.00067736,             0.00067736,             0.00067736
                    336,                 0.5237,                   1.14,                 0.3179,                0.92117,                0.99975,                      1,                  0.995,                0.95886,                0.99975,                      1,                  0.995,                0.83728,                0.32671,                0.93837,                0.19072,                0.81403,              0.0006734,              0.0006734,              0.0006734
                    337,                0.53807,                 1.1339,                0.31804,                0.92635,                 0.9997,                      1,                  0.995,                0.96066,                 0.9997,                      1,                  0.995,                0.84034,                0.32234,                0.93886,                0.18913,                0.81238,             0.00066944,             0.00066944,             0.00066944
                    338,                 0.5248,                 1.1462,                0.33021,                0.91827,                0.99959,                      1,                  0.995,                0.96339,                0.99959,                      1,                  0.995,                0.83682,                0.32461,                0.93654,                0.18908,                0.81254,             0.00066548,             0.00066548,             0.00066548
                    339,                0.53464,                 1.1181,                0.31624,                0.92292,                0.99962,                      1,                  0.995,                0.96306,                0.99962,                      1,                  0.995,                0.83486,                0.32186,                0.93504,                 0.1857,                0.81308,             0.00066152,             0.00066152,             0.00066152
                    340,                0.53006,                 1.1582,                 0.3217,                0.92362,                0.99969,                      1,                  0.995,                0.96075,                0.99969,                      1,                  0.995,                0.83308,                0.32006,                 0.9326,                0.18685,                0.81367,             0.00065756,             0.00065756,             0.00065756
                    341,                0.52831,                 1.1555,                0.31423,                0.92193,                 0.9997,                      1,                  0.995,                0.96166,                 0.9997,                      1,                  0.995,                0.83119,                0.31805,                0.93518,                0.18441,                 0.8126,              0.0006536,              0.0006536,              0.0006536
                    342,                0.53387,                  1.137,                0.31694,                0.92973,                 0.9997,                      1,                  0.995,                0.96287,                 0.9997,                      1,                  0.995,                0.83709,                0.31446,                0.93356,                0.18227,                0.81111,             0.00064964,             0.00064964,             0.00064964
                    343,                0.52663,                 1.1444,                0.31905,                 0.9236,                0.99976,                      1,                  0.995,                0.96538,                0.99976,                      1,                  0.995,                0.83769,                0.31238,                0.93335,                0.18451,                0.80994,             0.00064568,             0.00064568,             0.00064568
                    344,                0.52481,                 1.1478,                0.32154,                0.92499,                0.99974,                      1,                  0.995,                0.96793,                0.99974,                      1,                  0.995,                0.83515,                0.30678,                0.93429,                0.18274,                0.80843,             0.00064172,             0.00064172,             0.00064172
                    345,                 0.5408,                 1.1699,                0.32435,                 0.9262,                0.99974,                      1,                  0.995,                0.96731,                0.99974,                      1,                  0.995,                0.83448,                0.30779,                0.92992,                0.18184,                0.80847,             0.00063776,             0.00063776,             0.00063776
                    346,                0.51904,                 1.1649,                0.31097,                0.91587,                 0.9997,                      1,                  0.995,                0.96389,                 0.9997,                      1,                  0.995,                0.83382,                0.30886,                0.92646,                0.18307,                0.80784,              0.0006338,              0.0006338,              0.0006338
                    347,                0.53355,                 1.1559,                0.32321,                0.92215,                0.99966,                      1,                  0.995,                0.96286,                0.99966,                      1,                  0.995,                0.83438,                0.31543,                0.92992,                0.18529,                0.81007,             0.00062984,             0.00062984,             0.00062984
                    348,                0.52603,                 1.1339,                0.31797,                0.92569,                0.99972,                      1,                  0.995,                0.96361,                0.99972,                      1,                  0.995,                0.83397,                0.31792,                0.93036,                0.18574,                0.80953,             0.00062588,             0.00062588,             0.00062588
                    349,                0.52599,                 1.1489,                0.31532,                 0.9257,                0.99972,                      1,                  0.995,                0.96474,                0.99972,                      1,                  0.995,                0.83507,                0.31865,                0.92582,                0.18777,                0.80981,             0.00062192,             0.00062192,             0.00062192
                    350,                0.52553,                  1.154,                 0.3153,                0.91886,                0.99971,                      1,                  0.995,                0.96483,                0.99971,                      1,                  0.995,                0.83631,                0.31811,                0.92718,                0.18763,                0.80908,             0.00061796,             0.00061796,             0.00061796
                    351,                0.53329,                 1.1352,                 0.3098,                0.93159,                 0.9997,                      1,                  0.995,                0.96366,                 0.9997,                      1,                  0.995,                0.83472,                 0.3149,                0.92712,                0.18503,                0.80867,               0.000614,               0.000614,               0.000614
                    352,                0.52352,                 1.1244,                0.31538,                0.92692,                0.99974,                      1,                  0.995,                0.96405,                0.99974,                      1,                  0.995,                0.83619,                0.31028,                0.92568,                 0.1837,                0.80805,             0.00061004,             0.00061004,             0.00061004
                    353,                0.53728,                 1.1253,                0.32176,                0.92668,                 0.9997,                      1,                  0.995,                0.96858,                 0.9997,                      1,                  0.995,                0.83468,                0.30631,                0.92404,                0.18442,                 0.8068,             0.00060608,             0.00060608,             0.00060608
                    354,                0.51916,                 1.1187,                0.30882,                0.91966,                0.99972,                      1,                  0.995,                0.96627,                0.99972,                      1,                  0.995,                0.83124,                 0.3073,                0.92178,                0.18498,                0.80628,             0.00060212,             0.00060212,             0.00060212
                    355,                 0.5285,                 1.1202,                0.31133,                0.91923,                0.99971,                      1,                  0.995,                 0.9686,                0.99971,                      1,                  0.995,                0.82991,                0.30653,                0.92244,                0.18433,                0.80626,             0.00059816,             0.00059816,             0.00059816
                    356,                0.51845,                 1.1696,                0.31481,                0.92479,                0.99973,                      1,                  0.995,                0.96562,                0.99973,                      1,                  0.995,                0.83142,                0.30868,                0.92598,                0.18453,                0.80738,              0.0005942,              0.0005942,              0.0005942
                    357,                0.52351,                 1.1344,                0.31531,                0.91699,                0.99974,                      1,                  0.995,                0.96627,                0.99974,                      1,                  0.995,                0.83209,                0.30807,                 0.9261,                0.18262,                0.80713,             0.00059024,             0.00059024,             0.00059024
                    358,                0.51585,                 1.1139,                0.31267,                0.92039,                0.99974,                      1,                  0.995,                0.96507,                0.99974,                      1,                  0.995,                0.83618,                0.30866,                0.92604,                0.18503,                0.80724,             0.00058628,             0.00058628,             0.00058628
                    359,                 0.5158,                 1.1142,                0.31174,                 0.9165,                0.99975,                      1,                  0.995,                0.96657,                0.99975,                      1,                  0.995,                0.83586,                0.30866,                0.92521,                0.18386,                0.80709,             0.00058232,             0.00058232,             0.00058232
