                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                 1.0485,                0.89592,                0.77449,                  1.255,                0.96541,                0.93047,                0.97976,                 0.7737,                0.95391,                0.91977,                0.96662,                0.66889,                 0.8576,                0.61397,                 0.5377,                 1.1627,              0.0075448,              0.0075448,              0.0075448
                    126,                 1.0264,                0.92729,                0.81672,                 1.2387,                0.94985,                0.91184,                0.97524,                0.78314,                0.94599,                0.90814,                0.96663,                0.67017,                0.81757,                0.60639,                0.53519,                  1.142,               0.007525,               0.007525,               0.007525
                    127,                 1.0158,                0.92627,                0.77297,                 1.2243,                0.96183,                0.93322,                0.97414,                0.79115,                0.96183,                0.93322,                0.97279,                0.67112,                0.81467,                0.60524,                0.54135,                 1.1284,              0.0075052,              0.0075052,              0.0075052
                    128,                 1.0278,                0.92469,                0.81037,                 1.2265,                0.95748,                0.91852,                0.97672,                0.78794,                0.95748,                0.91852,                 0.9731,                0.67031,                 0.8134,                0.60758,                0.51636,                 1.1357,              0.0074854,              0.0074854,              0.0074854
                    129,                0.99116,                0.92871,                0.78797,                 1.2124,                0.96955,                 0.9037,                0.97613,                0.79289,                0.96955,                 0.9037,                0.97388,                0.67072,                0.79468,                0.60879,                0.50475,                 1.1217,              0.0074656,              0.0074656,              0.0074656
                    130,                  1.008,                0.93452,                0.78371,                 1.2148,                0.96493,                0.91111,                0.98031,                0.79021,                0.96079,                 0.9075,                0.97086,                0.67373,                0.80545,                0.60804,                0.49607,                  1.126,              0.0074458,              0.0074458,              0.0074458
                    131,                 1.0065,                0.92677,                0.76365,                 1.2145,                0.95389,                0.91947,                0.97588,                0.78955,                0.94993,                0.91341,                0.96547,                0.67281,                0.80218,                0.60275,                0.50239,                 1.1227,               0.007426,               0.007426,               0.007426
                    132,                 1.0056,                 0.9205,                0.77383,                 1.2188,                0.94368,                0.93093,                0.97779,                0.79091,                0.95361,                0.91365,                0.96731,                0.66915,                0.81101,                0.60331,                0.50335,                 1.1247,              0.0074062,              0.0074062,              0.0074062
                    133,                 1.0243,                0.93784,                0.78572,                 1.2313,                 0.9435,                0.92775,                0.98029,                0.79803,                0.93973,                0.92404,                0.97049,                0.67444,                 0.7974,                0.59869,                 0.4886,                 1.1166,              0.0073864,              0.0073864,              0.0073864
                    134,                 1.0317,                0.92381,                0.79037,                 1.2388,                0.96148,                0.92593,                0.98422,                0.80083,                0.96148,                0.92593,                0.97908,                0.68081,                0.80149,                0.59444,                0.48718,                 1.1174,              0.0073666,              0.0073666,              0.0073666
                    135,                 1.0308,                0.91939,                0.80317,                 1.2356,                0.95123,                0.93905,                 0.9829,                0.80046,                0.96726,                0.91481,                0.97556,                0.67777,                 0.8162,                 0.5995,                0.48975,                 1.1303,              0.0073468,              0.0073468,              0.0073468
                    136,                 1.0186,                0.96155,                0.79884,                 1.2239,                0.96856,                0.91289,                0.98027,                 0.8001,                0.96464,                0.90934,                0.97321,                0.67907,                0.80743,                0.59133,                0.49841,                  1.126,               0.007327,               0.007327,               0.007327
                    137,                0.99895,                0.88582,                0.78505,                 1.2092,                 0.9371,                 0.9381,                0.98011,                0.80008,                 0.9334,                 0.9344,                0.96898,                0.67526,                 0.8068,                0.59553,                0.49901,                 1.1263,              0.0073072,              0.0073072,              0.0073072
                    138,                0.99346,                0.94302,                0.75782,                 1.2127,                0.95063,                0.92706,                0.98181,                0.79507,                0.93688,                 0.9345,                0.97347,                0.67667,                 0.7912,                0.59039,                0.48787,                 1.1116,              0.0072874,              0.0072874,              0.0072874
                    139,                0.97032,                0.88067,                0.71934,                 1.1902,                0.94652,                0.93704,                0.98114,                0.80435,                0.94159,                0.93333,                0.97122,                0.67902,                0.78884,                0.59328,                0.47768,                 1.1036,              0.0072676,              0.0072676,              0.0072676
                    140,                 1.0139,                0.94006,                0.74651,                 1.2359,                0.98015,                0.91456,                0.98205,                0.80546,                0.97616,                0.90979,                0.98009,                0.68153,                0.79058,                0.58952,                0.48051,                 1.1071,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.0378,                0.93682,                0.76875,                 1.2404,                0.96987,                0.91852,                 0.9829,                0.80831,                0.96987,                0.91852,                0.97882,                0.68676,                0.76951,                0.58702,                0.48678,                 1.1013,               0.007228,               0.007228,               0.007228
                    142,                0.99621,                0.92259,                0.75523,                  1.207,                0.95493,                0.94165,                0.98376,                0.81256,                0.95114,                0.93735,                0.97836,                0.68562,                0.78083,                0.58271,                0.47566,                 1.1037,              0.0072082,              0.0072082,              0.0072082
                    143,                 1.0116,                0.95502,                0.75294,                 1.2203,                0.96947,                0.94088,                0.98583,                0.80909,                0.97222,                0.94074,                 0.9844,                 0.6894,                0.76002,                0.58103,                0.46763,                 1.0926,              0.0071884,              0.0071884,              0.0071884
                    144,                0.98352,                0.91226,                0.71833,                 1.1957,                0.97707,                0.94707,                0.98328,                0.81008,                0.97325,                0.94336,                 0.9787,                0.68108,                0.76524,                0.59044,                0.46853,                 1.0935,              0.0071686,              0.0071686,              0.0071686
                    145,                0.99436,                0.93273,                0.75385,                 1.2198,                 0.9659,                0.94433,                0.98319,                0.81092,                0.96208,                0.93974,                0.97332,                0.67948,                 0.7713,                0.58766,                0.47144,                 1.1028,              0.0071488,              0.0071488,              0.0071488
                    146,                0.97165,                0.92421,                0.72412,                  1.188,                0.98041,                0.92696,                0.98335,                0.81495,                0.98041,                0.92696,                0.97842,                0.68671,                0.74775,                0.58268,                0.45839,                 1.0841,               0.007129,               0.007129,               0.007129
                    147,                0.99236,                0.89686,                0.73444,                 1.2155,                0.97272,                0.92434,                 0.9855,                0.81799,                0.96937,                0.92593,                0.98102,                0.69158,                0.75326,                0.57967,                0.46422,                 1.0858,              0.0071092,              0.0071092,              0.0071092
                    148,                 1.0002,                0.94046,                0.72618,                  1.216,                0.96605,                 0.9484,                 0.9861,                 0.8174,                0.96228,                 0.9448,                0.98001,                0.68669,                0.74548,                0.58299,                 0.4548,                 1.0852,              0.0070894,              0.0070894,              0.0070894
                    149,                0.97932,                0.91028,                0.70735,                 1.1819,                0.97328,                0.95556,                0.98731,                0.81408,                0.96919,                0.94815,                0.97947,                0.69127,                0.75023,                0.57809,                0.45106,                 1.0824,              0.0070696,              0.0070696,              0.0070696
                    150,                 0.9596,                0.87794,                0.71338,                 1.1845,                0.95284,                0.96296,                0.98591,                0.81568,                0.95854,                0.94186,                0.97836,                0.69141,                0.75812,                0.57769,                0.43853,                 1.0852,              0.0070498,              0.0070498,              0.0070498
                    151,                0.99174,                0.89959,                0.75737,                 1.1951,                0.95496,                0.95926,                0.98655,                0.81992,                0.94759,                0.95185,                0.97984,                0.68903,                0.75593,                0.57627,                0.45193,                 1.0876,                0.00703,                0.00703,                0.00703
                    152,                0.98613,                0.92447,                0.72499,                 1.2151,                0.94981,                0.94815,                0.98581,                0.81935,                0.95666,                0.93704,                0.97696,                0.68866,                0.73676,                0.57435,                0.45068,                 1.0836,              0.0070102,              0.0070102,              0.0070102
                    153,                0.96939,                0.88232,                0.69176,                 1.1892,                0.97348,                0.95179,                0.98704,                0.81722,                0.96586,                0.94312,                0.97996,                0.69276,                0.73979,                0.57495,                  0.436,                 1.0786,              0.0069904,              0.0069904,              0.0069904
                    154,                0.97395,                0.88646,                0.72549,                 1.1955,                0.95704,                0.94074,                0.98506,                0.81925,                0.95327,                0.93704,                0.97996,                0.69313,                0.73271,                 0.5776,                0.44438,                 1.0748,              0.0069706,              0.0069706,              0.0069706
                    155,                0.95093,                0.88045,                0.73102,                 1.1679,                0.95827,                0.93567,                0.98485,                0.81874,                0.95448,                0.93197,                0.97749,                0.69208,                0.72876,                0.57917,                0.44771,                 1.0703,              0.0069508,              0.0069508,              0.0069508
                    156,                0.98959,                0.90389,                 0.7815,                 1.1977,                0.95958,                0.93704,                0.98251,                0.81973,                0.95579,                0.93333,                0.97647,                0.68857,                0.73998,                0.58042,                0.45421,                 1.0776,               0.006931,               0.006931,               0.006931
                    157,                0.96911,                0.88729,                0.75159,                 1.1882,                0.96217,                0.94815,                0.98397,                0.81915,                0.95829,                0.94444,                0.97545,                0.68706,                0.73472,                0.57968,                0.44647,                 1.0698,              0.0069112,              0.0069112,              0.0069112
                    158,                0.98532,                0.88551,                0.73438,                 1.1959,                0.97309,                0.93747,                0.98453,                0.82003,                0.96924,                0.93377,                0.98027,                0.69159,                0.72873,                0.58004,                0.44591,                 1.0717,              0.0068914,              0.0068914,              0.0068914
                    159,                0.98495,                0.95274,                0.76796,                 1.1992,                0.98421,                0.92325,                0.98549,                0.82121,                0.98421,                0.92325,                0.98549,                0.69319,                0.72395,                0.58241,                0.43732,                 1.0723,              0.0068716,              0.0068716,              0.0068716
                    160,                0.96694,                0.90554,                0.70423,                 1.1889,                0.97617,                0.92593,                0.98466,                0.82232,                0.97617,                0.92593,                0.98466,                0.69126,                0.73624,                0.58219,                0.43376,                   1.07,              0.0068518,              0.0068518,              0.0068518
                    161,                0.96256,                0.85928,                0.73719,                 1.1722,                0.95933,                0.96111,                0.98735,                0.82831,                0.98055,                0.93383,                0.98334,                0.69564,                0.73917,                0.57866,                0.42914,                 1.0715,               0.006832,               0.006832,               0.006832
                    162,                0.94302,                0.90526,                0.70479,                 1.1586,                0.99319,                0.92222,                0.98714,                0.82518,                0.99319,                0.92222,                0.98311,                0.69344,                  0.743,                0.57739,                0.43535,                 1.0763,              0.0068122,              0.0068122,              0.0068122
                    163,                 0.9606,                 0.8967,                0.69708,                 1.1778,                0.96946,                0.94066,                0.98708,                0.82935,                0.96946,                0.94066,                0.98357,                 0.6938,                0.72846,                0.57229,                0.42479,                 1.0639,              0.0067924,              0.0067924,              0.0067924
                    164,                0.94747,                0.89211,                0.69132,                  1.167,                0.94886,                0.96198,                0.98696,                0.82778,                 0.9452,                0.95828,                0.98348,                0.69422,                0.71905,                0.56995,                0.42385,                 1.0555,              0.0067726,              0.0067726,              0.0067726
                    165,                0.95441,                0.91353,                0.72022,                 1.1887,                0.95021,                0.96296,                0.98928,                0.83458,                0.94655,                0.95926,                0.98538,                0.69655,                 0.7047,                0.57047,                0.41786,                 1.0483,              0.0067528,              0.0067528,              0.0067528
                    166,                0.94078,                0.88036,                0.70027,                 1.1865,                 0.9594,                0.96269,                0.98953,                0.83364,                0.95571,                0.95899,                0.98266,                0.69539,                0.70674,                0.57047,                0.42141,                 1.0513,               0.006733,               0.006733,               0.006733
                    167,                 0.9507,                0.87078,                0.70085,                 1.1741,                0.97003,                0.94444,                0.98909,                0.83421,                0.96604,                0.94074,                0.98336,                0.69914,                0.70485,                0.56611,                0.42129,                 1.0465,              0.0067132,              0.0067132,              0.0067132
                    168,                0.95956,                0.90917,                0.72191,                  1.176,                0.94871,                0.95556,                0.98815,                0.84456,                0.94871,                0.95556,                0.98815,                 0.7068,                0.69365,                0.56306,                0.42065,                 1.0397,              0.0066934,              0.0066934,              0.0066934
                    169,                0.98005,                0.89931,                0.75482,                 1.1885,                0.95565,                0.95765,                0.98836,                0.84536,                0.95195,                0.95394,                 0.9848,                0.70323,                0.68292,                0.56443,                0.41985,                 1.0318,              0.0066736,              0.0066736,              0.0066736
                    170,                0.93436,                0.85535,                0.71711,                 1.1556,                0.95585,                0.96228,                0.98812,                0.85019,                0.95585,                0.96228,                0.98812,                0.70599,                0.67751,                 0.5628,                0.41861,                 1.0286,              0.0066538,              0.0066538,              0.0066538
                    171,                0.91576,                0.86806,                0.70834,                 1.1486,                0.96193,                0.95926,                0.98855,                0.84484,                0.96193,                0.95926,                0.98538,                0.70517,                0.67686,                0.56124,                0.41717,                 1.0277,               0.006634,               0.006634,               0.006634
                    172,                0.93715,                0.88013,                0.71905,                 1.1579,                0.96271,                0.95621,                0.98893,                0.84428,                0.96271,                0.95621,                0.98705,                 0.7039,                0.67343,                0.56139,                 0.4162,                 1.0282,              0.0066142,              0.0066142,              0.0066142
                    173,                0.93669,                0.86003,                 0.6817,                 1.1656,                0.96057,                0.95185,                 0.9888,                0.84712,                0.96057,                0.95185,                0.98541,                0.70403,                0.67574,                0.56275,                0.41217,                 1.0297,              0.0065944,              0.0065944,              0.0065944
                    174,                0.95095,                0.89082,                0.67157,                 1.1655,                0.96799,                0.95556,                0.99021,                0.84732,                0.98403,                0.93704,                0.99017,                0.70262,                0.67914,                0.56416,                0.41209,                 1.0329,              0.0065746,              0.0065746,              0.0065746
                    175,                0.93212,                0.87094,                0.67912,                 1.1514,                0.98445,                0.93779,                0.99129,                 0.8412,                0.98056,                0.93408,                0.98814,                0.70356,                0.68026,                0.56359,                0.40826,                   1.03,              0.0065548,              0.0065548,              0.0065548
                    176,                0.95765,                0.90136,                0.70352,                 1.1789,                0.95998,                0.96296,                 0.9906,                0.84388,                0.97603,                0.93333,                0.98919,                 0.7055,                0.68201,                0.56259,                0.40644,                 1.0314,               0.006535,               0.006535,               0.006535
                    177,                0.96513,                0.90132,                 0.7181,                 1.1853,                0.99462,                0.93704,                 0.9908,                0.84263,                0.98976,                0.93333,                0.98956,                0.70923,                 0.6761,                0.56125,                0.40072,                 1.0275,              0.0065152,              0.0065152,              0.0065152
                    178,                 0.9229,                0.84945,                0.70113,                 1.1622,                0.99608,                0.94062,                 0.9918,                0.84423,                0.99607,                0.93968,                0.99172,                0.70772,                0.67361,                0.55998,                0.40077,                 1.0254,              0.0064954,              0.0064954,              0.0064954
                    179,                0.94813,                0.88684,                   0.67,                 1.1685,                0.99388,                0.94444,                0.99188,                0.84957,                0.99388,                0.94444,                0.99174,                0.71096,                0.66765,                0.55984,                0.39186,                 1.0205,              0.0064756,              0.0064756,              0.0064756
                    180,                 0.9104,                0.87357,                0.66693,                 1.1482,                0.99456,                0.94444,                 0.9921,                0.84821,                0.99456,                0.94444,                0.99206,                0.71439,                0.66361,                0.55844,                0.38466,                 1.0187,              0.0064558,              0.0064558,              0.0064558
                    181,                0.94414,                0.85727,                 0.7073,                 1.1674,                 0.9997,                0.94444,                0.99211,                0.85084,                 0.9997,                0.94444,                0.99202,                0.71715,                0.65551,                0.55679,                0.38326,                 1.0137,               0.006436,               0.006436,               0.006436
                    182,                0.94607,                0.87084,                0.67239,                 1.1698,                0.99609,                0.94383,                0.99194,                0.85453,                0.99609,                0.94383,                0.99194,                0.71749,                  0.653,                0.55372,                0.38169,                 1.0127,              0.0064162,              0.0064162,              0.0064162
                    183,                0.94244,                0.90354,                0.68757,                  1.156,                0.99216,                 0.9372,                0.99229,                0.85538,                0.99216,                 0.9372,                0.99184,                0.71649,                0.65139,                0.55354,                0.37852,                 1.0116,              0.0063964,              0.0063964,              0.0063964
                    184,                 0.9263,                 0.9036,                0.64248,                 1.1582,                0.99611,                0.94734,                0.99223,                0.85464,                0.99611,                0.94734,                0.99223,                0.71621,                0.65112,                0.55255,                 0.3799,                 1.0126,              0.0063766,              0.0063766,              0.0063766
                    185,                0.90868,                0.89227,                0.66414,                 1.1374,                0.98486,                0.94815,                0.99213,                0.85285,                0.98486,                0.94815,                0.99203,                0.71363,                0.64753,                 0.5534,                0.37935,                 1.0126,              0.0063568,              0.0063568,              0.0063568
                    186,                 0.9186,                0.85575,                0.66614,                 1.1565,                0.98845,                0.95115,                0.99215,                 0.8518,                0.98845,                0.95115,                0.99205,                0.71672,                0.64365,                0.55443,                 0.3779,                 1.0108,               0.006337,               0.006337,               0.006337
                    187,                0.94441,                0.88012,                0.72206,                 1.1755,                0.99005,                0.94815,                0.99225,                0.84845,                0.99005,                0.94815,                0.99222,                0.71486,                0.64372,                0.55423,                0.37679,                 1.0131,              0.0063172,              0.0063172,              0.0063172
                    188,                0.91442,                0.85799,                0.65622,                 1.1484,                0.98537,                0.95185,                0.99297,                0.85037,                0.98154,                0.94815,                0.99008,                0.71459,                0.64024,                0.55364,                 0.3766,                 1.0107,              0.0062974,              0.0062974,              0.0062974
                    189,                  0.936,                0.85175,                0.64904,                 1.1666,                0.99133,                0.95185,                0.99313,                0.85387,                0.99133,                0.95185,                0.99313,                0.71553,                0.64013,                0.55151,                0.37321,                 1.0099,              0.0062776,              0.0062776,              0.0062776
                    190,                0.95832,                0.88153,                0.69869,                 1.1811,                0.97844,                0.96296,                0.99334,                0.85385,                0.97844,                0.96296,                0.99334,                0.71687,                0.63709,                0.54945,                0.37346,                  1.008,              0.0062578,              0.0062578,              0.0062578
                    191,                0.92716,                0.83408,                0.71098,                 1.1521,                0.98126,                0.96962,                0.99331,                0.85272,                0.98126,                0.96962,                0.99331,                0.71854,                0.63988,                0.54902,                0.37857,                 1.0076,               0.006238,               0.006238,               0.006238
                    192,                0.91914,                0.88489,                0.66213,                 1.1522,                0.98488,                0.96495,                0.99306,                0.84979,                0.98488,                0.96495,                0.99306,                0.71857,                0.64614,                0.55105,                0.37882,                 1.0097,              0.0062182,              0.0062182,              0.0062182
                    193,                0.91991,                0.86669,                0.67442,                 1.1686,                0.96711,                0.98023,                0.99319,                0.85199,                0.96711,                0.98023,                0.99319,                0.72296,                0.64656,                0.55008,                0.37309,                 1.0106,              0.0061984,              0.0061984,              0.0061984
                    194,                0.92442,                0.85594,                0.67114,                 1.1507,                0.98804,                0.95556,                0.99256,                0.85328,                0.98804,                0.95556,                0.99256,                0.72114,                0.64813,                0.54865,                0.37353,                 1.0107,              0.0061786,              0.0061786,              0.0061786
                    195,                0.92168,                0.88615,                0.65396,                 1.1522,                0.98856,                0.96001,                0.99257,                0.85203,                0.98856,                0.96001,                0.99257,                0.71986,                0.64469,                0.54798,                0.37109,                 1.0077,              0.0061588,              0.0061588,              0.0061588
                    196,                 0.8867,                0.84346,                0.66874,                 1.1462,                0.98751,                0.95926,                0.99304,                0.85273,                0.98751,                0.95926,                0.99304,                0.72038,                0.64337,                0.54797,                0.36803,                 1.0055,               0.006139,               0.006139,               0.006139
                    197,                0.90618,                 0.8504,                0.66216,                 1.1338,                0.99511,                0.95556,                0.99257,                 0.8516,                0.99511,                0.95556,                0.99257,                  0.718,                0.64576,                0.54757,                0.36723,                 1.0054,              0.0061192,              0.0061192,              0.0061192
                    198,                0.91436,                0.85675,                0.64522,                 1.1602,                0.99616,                 0.9608,                0.99299,                0.85343,                0.99616,                 0.9608,                0.99299,                0.72006,                 0.6438,                0.54699,                0.36304,                 1.0036,              0.0060994,              0.0060994,              0.0060994
                    199,                0.94628,                0.83753,                 0.6876,                 1.1848,                0.99615,                0.95924,                0.99285,                 0.8525,                0.99615,                0.95924,                0.99285,                0.71937,                0.64468,                0.54689,                0.36507,                 1.0023,              0.0060796,              0.0060796,              0.0060796
                    200,                0.89057,                0.87703,                0.63764,                 1.1255,                0.99615,                0.95826,                0.99305,                0.85484,                0.99615,                0.95826,                0.99305,                0.72074,                0.64416,                0.54683,                0.36497,                 1.0004,              0.0060598,              0.0060598,              0.0060598
                    201,                0.90884,                0.85642,                 0.6657,                 1.1445,                 0.9911,                0.96296,                0.99325,                0.85445,                 0.9911,                0.96296,                0.99325,                0.72102,                0.64471,                0.54623,                0.36283,                0.99964,                0.00604,                0.00604,                0.00604
                    202,                0.90858,                0.87797,                0.67382,                 1.1447,                0.98985,                0.96296,                0.99352,                0.85227,                0.98985,                0.96296,                0.99352,                0.71937,                0.63903,                0.54677,                0.35841,                0.99791,              0.0060202,              0.0060202,              0.0060202
                    203,                0.91534,                0.86312,                0.69438,                 1.1423,                0.99201,                0.96667,                 0.9937,                0.85717,                0.99235,                0.96126,                0.99363,                0.72136,                0.63618,                0.54574,                0.35696,                0.99711,              0.0060004,              0.0060004,              0.0060004
                    204,                0.90825,                0.85207,                0.63704,                 1.1333,                0.99239,                0.96539,                 0.9938,                0.85914,                0.99144,                0.96296,                0.99365,                0.72344,                0.63382,                0.54407,                0.35438,                0.99562,              0.0059806,              0.0059806,              0.0059806
                    205,                0.89805,                0.81771,                0.65021,                 1.1533,                0.98498,                0.97139,                0.99379,                0.85985,                0.99237,                0.96294,                0.99371,                0.72284,                0.62962,                0.54441,                0.35272,                 0.9941,              0.0059608,              0.0059608,              0.0059608
                    206,                0.88343,                0.86538,                0.66049,                 1.1336,                0.98412,                0.97407,                0.99379,                0.86386,                0.97773,                0.97564,                0.99372,                0.72027,                0.62811,                0.54475,                0.35185,                0.99342,               0.005941,               0.005941,               0.005941
                    207,                0.87003,                0.87144,                0.64483,                 1.1321,                0.98876,                0.97741,                0.99394,                0.86107,                0.98179,                0.97407,                0.99383,                0.72307,                0.62651,                0.54448,                0.35031,                0.99096,              0.0059212,              0.0059212,              0.0059212
                    208,                0.89785,                 0.8643,                0.64463,                 1.1522,                0.98874,                0.97533,                0.99383,                0.86334,                0.98499,                0.97232,                0.99379,                0.72353,                0.62205,                0.54348,                0.34906,                0.98937,              0.0059014,              0.0059014,              0.0059014
                    209,                  0.895,                0.84317,                0.60813,                 1.1305,                0.98519,                0.97407,                0.99416,                0.86602,                 0.9941,                0.96296,                0.99408,                0.72424,                0.61953,                0.54371,                0.34859,                0.98758,              0.0058816,              0.0058816,              0.0058816
                    210,                0.85949,                0.86766,                0.61268,                 1.1028,                0.99294,                0.96296,                0.99398,                0.86743,                0.99354,                0.96296,                0.99394,                0.72615,                0.61457,                0.54389,                0.34467,                0.98463,              0.0058618,              0.0058618,              0.0058618
                    211,                0.89688,                0.86016,                 0.6433,                   1.13,                0.99618,                0.96505,                0.99431,                0.86874,                0.99618,                0.96464,                0.99427,                0.72626,                0.61541,                0.54337,                  0.345,                0.98189,               0.005842,               0.005842,               0.005842
                    212,                0.89606,                0.85068,                0.63295,                 1.1218,                0.98499,                0.97221,                0.99432,                0.86627,                0.98282,                0.98148,                0.99424,                0.72359,                0.61215,                0.54202,                0.34409,                0.97983,              0.0058222,              0.0058222,              0.0058222
                    213,                0.87956,                0.83664,                0.63217,                 1.1117,                0.98135,                0.97461,                0.99413,                 0.8633,                0.97936,                0.98148,                0.99406,                0.72491,                0.60835,                0.54148,                0.34472,                0.97812,              0.0058024,              0.0058024,              0.0058024
                    214,                0.87515,                0.84422,                0.63166,                 1.1191,                0.98512,                0.98093,                0.99413,                0.86454,                0.98512,                0.98093,                0.99413,                0.72661,                 0.6058,                0.53999,                 0.3435,                0.97746,              0.0057826,              0.0057826,              0.0057826
                    215,                0.86871,                0.83292,                0.63883,                 1.1265,                0.98146,                0.98028,                0.99416,                0.86933,                0.98146,                0.98028,                0.99416,                0.72642,                0.60202,                0.53941,                0.34266,                 0.9757,              0.0057628,              0.0057628,              0.0057628
                    216,                0.90659,                 0.8183,                0.63062,                 1.1332,                0.98135,                0.97429,                0.99423,                0.87068,                0.98135,                0.97429,                0.99423,                0.72903,                0.59574,                0.53941,                0.34112,                0.97339,               0.005743,               0.005743,               0.005743
                    217,                0.87987,                0.83524,                0.63579,                 1.1291,                0.97788,                0.98218,                0.99437,                0.86677,                0.97788,                0.98218,                0.99437,                 0.7301,                0.59531,                0.53901,                0.33819,                0.97266,              0.0057232,              0.0057232,              0.0057232
                    218,                0.90311,                0.87466,                0.62198,                 1.1488,                0.98154,                0.98519,                 0.9943,                0.86552,                0.98154,                0.98519,                 0.9943,                0.72936,                0.59272,                0.53844,                 0.3393,                0.97191,              0.0057034,              0.0057034,              0.0057034
